"FullName","Length","LastWriteTime"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_095324\Grok_Prompt.txt","1214","04-Aug-2025 16:19:07"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_094603\Grok_Prompt.txt","1214","04-Aug-2025 16:19:07"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_084423\Grok_Prompt.txt","1214","04-Aug-2025 16:19:07"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_093314\Grok_Prompt.txt","1214","04-Aug-2025 16:19:07"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\questions.json","181158","04-Aug-2025 09:07:09"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_094603\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_084423\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_151652\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_160550\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_095324\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_093314\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_151608\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_153011\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_162652\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
